gene	disease_1	disease_2	disease_3	disease_4	disease_5	disease_6	disease_7	disease_8	disease_9	disease_10	disease_11	disease_12	disease_13	disease_14	disease_15
56302	MIM606679														
5631	MIM300661	MIM301835	MIM304500	MIM311070	MIM311850										
56311	MIM610731														
56339	MIM612472														
5634	MIM311860														
56341	MIM610086														
56342	MIM607793														
56344	MIM607315														
5635	MIM601249														
5636	MIM603762														
5638	MIM604428														
5639	MIM604429														
5640	MIM309610														
5641	MIM602620														
56413	MIM605773														
5644	MIM167800	MIM276000	MIM614044												
5645	MIM167800	MIM601564													
5646	MIM613578														
56474	MIM300380														
56475	MIM612171														
56477	MIM605240														
56478	MIM607445														
56479	MIM607357														
5648	MIM257920	MIM600521													
5649	MIM257320	MIM600514													
5650	MIM604438														
5651	MIM226200	MIM606635													
5652	MIM600823														
56521	MIM606060														
5653	MIM602652														
5654	MIM600142	MIM602194	MIM610149												
56547	MIM605470														
56548	MIM300375														
5655	MIM602673														
5657	MIM177020														
566	MIM162815														
5660	MIM176801	MIM249900	MIM610539	MIM611721	MIM611722										
56603	MIM605207	MIM614416													
56606	MIM606142	MIM612076													
56616	MIM605219	MIM614152													
5662	MIM602327														
56623	MIM610156	MIM613037													
56624	MIM611202														
5663	MIM104311	MIM172700	MIM212110	MIM600274	MIM607822	MIM613694	MIM613737								
5664	MIM212110	MIM600759	MIM606889	MIM613697											
56647	MIM611883														
56648	MIM605782														
56649	MIM606565														
56652	MIM271245	MIM606075	MIM607459	MIM609286											
56654	MIM605798														
56655	MIM607269														
56658	MIM605700														
56659	MIM607367														
56660	MIM607366														
56662	MIM612697														
56663	MIM612696														
56664	MIM612695														
56666	MIM608421														
56667	MIM612181														
56670	MIM606381														
56672	MIM609191														
56675	MIM613125														
56676	MIM609154														
56681	MIM607691														
5669	MIM176390														
56694	MIM603188														
567	MIM109700	MIM241600													
5670	MIM176391														
56704	MIM605266														
5671	MIM176392														
5672	MIM176393														
56729	MIM125853	MIM605565													
5673	MIM176394														
56731	MIM609493														
5675	MIM176395														
56751	MIM605211														
5676	MIM176396														
56776	MIM606373														
5678	MIM176398														
56797	MIM145750														
568	MIM109710														
5680	MIM176401														
56801	MIM605201														
5681	MIM177015														
5682	MIM602854														
56829	MIM607312														
5683	MIM176842														
56833	MIM606620														
5684	MIM176843														
56848	MIM607092														
56849	MIM300771														
5685	MIM176846														
56850	MIM300408														
56852	MIM605256														
56853	MIM612679														
5686	MIM176844														
5687	MIM602855	MIM608446													
5688	MIM606607														
56886	MIM605897														
56888	MIM614719														
5689	MIM602017														
56890	MIM613813														
56891	MIM607260														
56892	MIM607702														
56893	MIM605440														
56894	MIM614794														
56895	MIM614795														
56896	MIM608383														
56897	MIM608196														
56899	MIM607815														
5690	MIM602175														
56903	MIM607436														
56904	MIM609288														
56906	MIM612538														
56907	MIM609216														
5691	MIM602176														
56911	MIM611110														
56913	MIM610555														
56914	MIM606067														
56915	MIM606492														
56916	MIM136000	MIM612761													
56919	MIM614405														
5692	MIM602177														
56922	MIM210200	MIM609010													
56923	MIM605108														
56924	MIM608110														
56925	MIM609305														
56926	MIM609156														
56928	MIM608239														
56929	MIM608767														
5693	MIM600306														
56934	MIM604642														
56935	MIM609477														
56937	MIM606564														
56938	MIM614517														
5694	MIM600307														
56944	MIM610088														
56945	MIM605810	MIM611719													
56946	MIM608574														
56947	MIM614785														
56949	MIM610850														
5695	MIM604030														
56950	MIM610663														
56952	MIM610751														
56953	MIM605292														
56955	MIM605912														
56956	MIM606066														
56957	MIM611748														
5696	MIM177046	MIM256040													
56961	MIM610481														
56963	MIM607362														
5697	MIM600781	MIM601665													
56971	MIM606691														
56975	MIM259775	MIM611061													
56979	MIM609760														
5698	MIM177045														
56984	MIM609702														
5699	MIM176847														
56993	MIM607046														
56997	MIM606980	MIM607426	MIM612016												
56998	MIM607758														
56999	MIM605421														
570	MIM602938	MIM607748													
5700	MIM602706														
57007	MIM610376														
5701	MIM154365														
57010	MIM608965	MIM610427													
57016	MIM604707														
57017	MIM607426	MIM612837	MIM614654												
57018	MIM613384														
57019	MIM608943														
5702	MIM186852														
57026	MIM609246														
57030	MIM605208														
57038	MIM213000	MIM611523	MIM611524												
5704	MIM602707														
57042	MIM605225														
57044	MIM605598														
57045	MIM605049														
57047	MIM607610														
57048	MIM607611														
5705	MIM601681														
57050	MIM611614														
57053	MIM606372														
57054	MIM400027	MIM415000													
57055	MIM400026	MIM415000													
57057	MIM606061	MIM611363													
5706	MIM602708														
57060	MIM608503														
57061	MIM601410	MIM606546													
57062	MIM606181														
5708	MIM606223														
57082	MIM609173														
57084	MIM607563														
57085	MIM608729														
57088	MIM607612														
57093	MIM606124														
57094	MIM609562	MIM614417	MIM614418												
57096	MIM605446	MIM608194	MIM613826												
57099	MIM605265														
571	MIM602751														
5710	MIM601648														
57101	MIM610109														
57103	MIM610775														
57104	MIM609059	MIM610717													
57105	MIM605666														
57107	MIM607426	MIM610564	MIM614652												
